0142_01,0011_01,0136_01,2,3,n000004,n000005
0113_01,0226_01,0030_01,2,1,n000004,n000003
0041_01,0038_02,0185_01,1,3,n000003,n000005
0251_01,0250_01,0070_01,2,3,n000004,n000005
0341_01,0061_03,0125_01,2,3,n000004,n000005
0008_01,0018_03,0236_01,0,1,n000002,n000003
0023_03,0087_01,0227_01,2,1,n000004,n000003
0066_01,0207_02,0167_01,1,0,n000003,n000002
0287_01,0396_01,0128_01,2,3,n000004,n000005
0013_01,0151_01,0191_01,2,0,n000004,n000002
0302_01,0327_01,0092_01,0,3,n000002,n000005
0150_01,0038_02,0047_01,1,3,n000003,n000005
0050_01,0240_01,0058_01,3,1,n000005,n000003
0290_02,0092_01,0204_02,2,0,n000004,n000002
0118_01,0364_01,0100_03,2,1,n000004,n000003
0033_01,0190_01,0262_01,3,0,n000005,n000002
0204_03,0180_01,0032_01,0,3,n000002,n000005
0233_01,0019_01,0104_01,0,3,n000002,n000005
0232_01,0005_01,0247_01,1,0,n000003,n000002
0105_01,0016_01,0181_01,3,0,n000005,n000002
0242_01,0261_01,0174_01,2,3,n000004,n000005
0069_01,0158_01,0242_01,3,2,n000005,n000004
0211_01,0133_02,0392_01,0,2,n000002,n000004
0038_02,0214_01,0215_02,1,2,n000003,n000004
0176_01,0316_01,0126_01,0,1,n000002,n000003
0152_02,0114_01,0097_04,0,3,n000002,n000005
0286_01,0277_01,0155_01,2,1,n000004,n000003
0001_01,0044_01,0164_01,3,2,n000005,n000004
0152_02,0004_01,0116_02,0,1,n000002,n000003
0316_01,0199_01,0119_03,0,2,n000002,n000004
0057_05,0379_01,0131_01,2,0,n000004,n000002
0378_01,0029_01,0093_01,2,3,n000004,n000005
0013_01,0144_01,0054_01,0,1,n000002,n000003
0165_01,0022_01,0107_01,1,0,n000003,n000002
0393_01,0109_02,0082_01,2,1,n000004,n000003
0074_01,0028_01,0205_02,3,2,n000005,n000004
0219_01,0048_01,0083_01,0,1,n000002,n000003
0028_01,0292_01,0237_01,0,2,n000002,n000004
0136_01,0127_01,0104_02,1,0,n000003,n000002
0394_01,0249_02,0222_01,2,1,n000004,n000003
0244_01,0427_01,0403_01,2,3,n000004,n000005
0136_01,0131_01,0161_01,3,1,n000005,n000003
0174_01,0145_01,0091_01,3,0,n000005,n000002
0066_01,0005_01,0062_01,1,0,n000003,n000002
0014_01,0174_01,0328_01,3,0,n000005,n000002
0240_01,0142_01,0247_01,1,2,n000003,n000004
0224_02,0427_01,0097_01,2,0,n000004,n000002
0190_01,0008_01,0327_01,3,0,n000005,n000002
0295_02,0094_01,0209_01,2,0,n000004,n000002
0241_01,0116_01,0053_01,3,1,n000005,n000003
0181_02,0140_01,0060_01,3,0,n000005,n000002
0013_01,0034_01,0376_02,3,2,n000005,n000004
0123_01,0043_01,0006_01,0,1,n000002,n000003
0095_01,0170_01,0407_01,0,3,n000002,n000005
0026_01,0161_01,0146_01,3,2,n000005,n000004
0298_01,0152_01,0198_02,0,2,n000002,n000004
0181_01,0028_10,0140_01,2,1,n000004,n000003
0082_01,0274_01,0206_01,0,1,n000002,n000003
0020_01,0127_01,0127_01,1,3,n000003,n000005
0171_02,0090_01,0171_03,1,2,n000003,n000004
0155_01,0152_02,0103_02,3,2,n000005,n000004
0164_01,0227_01,0097_01,2,1,n000004,n000003
0003_01,0034_01,0130_01,1,3,n000003,n000005
0117_01,0096_01,0168_02,0,1,n000002,n000003
0312_01,0010_01,0040_01,0,2,n000002,n000004
0161_01,0090_01,0183_02,3,1,n000005,n000003
0161_01,0157_02,0150_03,1,0,n000003,n000002
0043_01,0030_01,0172_01,1,0,n000003,n000002
0047_02,0288_01,0168_01,2,3,n000004,n000005
0142_01,0150_03,0104_01,0,2,n000002,n000004
0025_01,0298_01,0002_01,0,3,n000002,n000005
0026_01,0103_01,0023_01,0,3,n000002,n000005
0079_02,0082_01,0066_01,1,0,n000003,n000002
0374_01,0416_01,0204_03,2,0,n000004,n000002
0014_01,0200_01,0193_01,0,2,n000002,n000004
0222_01,0134_01,0095_04,0,1,n000002,n000003
0324_02,0280_01,0092_01,2,1,n000004,n000003
0037_01,0217_01,0097_04,0,3,n000002,n000005
0017_01,0109_01,0015_01,0,3,n000002,n000005
0011_01,0179_01,0135_01,3,1,n000005,n000003
0119_02,0191_01,0144_01,1,0,n000003,n000002
0124_01,0051_01,0106_01,3,2,n000005,n000004
0136_01,0018_01,0401_01,0,3,n000002,n000005
0202_03,0004_01,0175_01,0,3,n000002,n000005
0031_02,0013_01,0053_01,1,3,n000003,n000005
0056_01,0005_01,0031_02,1,0,n000003,n000002
0016_01,0233_01,0206_01,0,2,n000002,n000004
0315_01,0173_01,0152_01,0,1,n000002,n000003
0247_01,0079_01,0050_01,2,3,n000004,n000005
0080_01,0134_01,0130_01,2,0,n000004,n000002
0181_01,0249_01,0233_01,1,3,n000003,n000005
0191_01,0173_01,0211_01,1,0,n000003,n000002
0244_01,0039_01,0286_01,2,0,n000004,n000002
0284_02,0131_01,0267_01,3,0,n000005,n000002
0147_01,0135_01,0077_01,2,1,n000004,n000003
0364_01,0206_01,0404_01,2,3,n000004,n000005
0106_01,0074_01,0057_01,3,1,n000005,n000003
0335_01,0122_01,0122_06,2,1,n000004,n000003
0159_01,0099_03,0271_01,1,3,n000003,n000005
0015_01,0098_01,0191_01,3,1,n000005,n000003
0100_01,0180_01,0117_01,3,1,n000005,n000003
0141_01,0174_01,0010_01,1,3,n000003,n000005
0400_01,0073_01,0077_02,3,2,n000005,n000004
0146_01,0180_01,0173_01,3,1,n000005,n000003
0071_01,0308_01,0098_01,2,3,n000004,n000005
0063_01,0291_01,0295_02,3,2,n000005,n000004
0406_01,0022_01,0227_02,2,0,n000004,n000002
0219_01,0070_01,0090_01,3,1,n000005,n000003
0168_01,0196_01,0116_02,2,1,n000004,n000003
0422_01,0013_01,0075_02,3,1,n000005,n000003
0236_01,0227_02,0393_01,0,2,n000002,n000004
0025_01,0127_01,0062_01,1,3,n000003,n000005
0148_01,0311_01,0082_01,0,3,n000002,n000005
0027_01,0132_01,0348_01,3,2,n000005,n000004
0079_01,0311_01,0045_01,2,0,n000004,n000002
0135_01,0015_01,0034_01,0,2,n000002,n000004
0110_01,0088_03,0308_01,1,2,n000003,n000004
0327_01,0235_01,0015_01,2,0,n000004,n000002
0120_01,0015_01,0002_01,0,1,n000002,n000003
0152_01,0173_01,0138_01,1,3,n000003,n000005
0375_01,0174_01,0253_01,2,0,n000004,n000002
0065_01,0300_02,0249_01,0,1,n000002,n000003
0160_02,0025_01,0143_01,3,0,n000005,n000002
0152_02,0208_01,0114_02,3,1,n000005,n000003
0031_02,0094_01,0175_01,1,2,n000003,n000004
0132_01,0092_01,0073_01,1,3,n000003,n000005
0204_01,0191_01,0091_01,0,3,n000002,n000005
0046_01,0008_01,0038_01,0,3,n000002,n000005
0227_02,0059_01,0104_01,0,1,n000002,n000003
0422_01,0174_01,0028_03,3,2,n000005,n000004
0042_01,0117_01,0164_01,3,0,n000005,n000002
0143_01,0096_01,0188_01,3,1,n000005,n000003
0411_01,0107_01,0138_01,3,0,n000005,n000002
0186_01,0181_01,0049_01,2,1,n000004,n000003
0120_01,0263_01,0030_01,0,2,n000002,n000004
0377_01,0028_09,0167_02,2,3,n000004,n000005
0178_01,0098_01,0006_01,3,2,n000005,n000004
0075_02,0392_01,0272_01,2,0,n000004,n000002
0383_01,0208_01,0046_01,2,3,n000004,n000005
0091_01,0106_01,0098_01,1,0,n000003,n000002
0170_01,0132_01,0192_01,2,3,n000004,n000005
0257_01,0263_01,0152_01,2,0,n000004,n000002
0064_02,0074_02,0251_01,1,2,n000003,n000004
0271_01,0116_01,0148_01,3,1,n000005,n000003
0054_01,0010_01,0150_01,2,0,n000004,n000002
0097_01,0070_01,0233_01,2,0,n000004,n000002
0224_01,0113_02,0119_01,1,3,n000003,n000005
0022_01,0404_01,0139_01,3,0,n000005,n000002
0403_01,0409_01,0026_01,2,3,n000004,n000005
0170_01,0244_01,0139_01,2,0,n000004,n000002
0153_01,0256_01,0253_03,0,1,n000002,n000003
0376_02,0432_01,0027_01,2,0,n000004,n000002
0002_02,0125_02,0119_01,2,3,n000004,n000005
0114_01,0178_01,0202_01,2,1,n000004,n000003
0235_01,0027_01,0165_01,0,3,n000002,n000005
0240_01,0332_01,0207_02,0,1,n000002,n000003
0086_01,0137_01,0099_01,1,0,n000003,n000002
0405_01,0123_01,0022_01,3,2,n000005,n000004
0177_01,0225_01,0162_01,0,1,n000002,n000003
0095_01,0401_01,0276_01,3,0,n000005,n000002
0115_01,0001_01,0108_01,2,0,n000004,n000002
0212_01,0334_01,0044_01,2,3,n000004,n000005
0150_02,0109_01,0033_01,3,0,n000005,n000002
0128_01,0012_01,0343_01,3,2,n000005,n000004
0083_01,0021_01,0006_01,2,3,n000004,n000005
0027_01,0169_01,0269_01,3,0,n000005,n000002
0102_01,0038_01,0132_01,3,2,n000005,n000004
0041_01,0073_01,0290_02,3,2,n000005,n000004
0182_01,0086_01,0313_01,3,2,n000005,n000004
0032_02,0131_01,0054_01,1,0,n000003,n000002
0018_04,0271_01,0244_02,0,1,n000002,n000003
0011_02,0246_01,0200_01,1,0,n000003,n000002
0013_01,0014_01,0187_01,3,0,n000005,n000002
0241_01,0114_01,0030_01,2,0,n000004,n000002
0105_01,0015_01,0074_02,3,1,n000005,n000003
0416_01,0004_02,0244_01,2,0,n000004,n000002
0041_01,0006_01,0060_01,1,3,n000003,n000005
0106_01,0082_01,0192_01,1,3,n000003,n000005
0213_01,0124_01,0273_01,3,0,n000005,n000002
0137_01,0058_01,0279_01,1,2,n000003,n000004
0202_02,0189_01,0164_01,0,2,n000002,n000004
0252_01,0053_02,0115_01,2,1,n000004,n000003
0224_01,0321_01,0244_01,0,3,n000002,n000005
0043_01,0224_01,0100_03,0,1,n000002,n000003
0234_01,0104_02,0413_01,0,2,n000002,n000004
0055_01,0121_01,0090_01,3,0,n000005,n000002
0135_01,0074_01,0224_01,0,1,n000002,n000003
0115_01,0004_02,0129_01,2,0,n000004,n000002
0284_01,0273_01,0008_01,2,3,n000004,n000005
0076_01,0238_01,0103_01,0,3,n000002,n000005
0066_01,0125_01,0061_02,0,1,n000002,n000003
0049_01,0063_02,0056_01,1,0,n000003,n000002
0095_01,0124_01,0164_04,0,2,n000002,n000004
0014_01,0277_01,0033_01,0,3,n000002,n000005
0333_01,0397_01,0008_01,2,0,n000004,n000002
0070_01,0090_01,0045_01,0,3,n000002,n000005
0040_01,0211_01,0026_01,2,1,n000004,n000003
0110_01,0241_01,0405_01,2,3,n000004,n000005
0018_03,0204_05,0168_02,0,1,n000002,n000003
0249_02,0255_02,0241_01,2,3,n000004,n000005
0028_08,0153_02,0060_01,2,3,n000004,n000005
0157_02,0097_01,0031_07,1,0,n000003,n000002
0008_01,0124_03,0069_01,1,3,n000003,n000005
0082_01,0004_02,0396_01,1,3,n000003,n000005
0277_01,0218_01,0231_01,0,1,n000002,n000003
0010_01,0114_01,0198_01,2,0,n000004,n000002
0106_01,0074_01,0094_01,0,2,n000002,n000004
0098_01,0151_01,0224_02,3,2,n000005,n000004
0213_01,0096_01,0146_01,3,1,n000005,n000003
0105_01,0081_01,0296_01,1,0,n000003,n000002
0220_02,0094_01,0107_01,1,3,n000003,n000005
0277_01,0178_02,0334_01,0,2,n000002,n000004
0066_01,0113_02,0015_01,1,0,n000003,n000002
0184_01,0114_01,0101_01,0,1,n000002,n000003
0308_01,0052_01,0085_01,2,1,n000004,n000003
0102_01,0009_02,0107_01,1,0,n000003,n000002
0051_01,0090_01,0144_02,1,2,n000003,n000004
0219_01,0001_01,0140_01,0,1,n000002,n000003
0024_01,0158_01,0055_01,3,1,n000005,n000003
0211_01,0192_01,0063_01,0,3,n000002,n000005
0277_01,0119_03,0236_01,2,0,n000004,n000002
0082_01,0003_01,0106_01,0,1,n000002,n000003
0419_01,0086_01,0058_02,2,3,n000004,n000005
0182_01,0152_02,0091_01,3,1,n000005,n000003
0311_01,0137_01,0126_01,0,1,n000002,n000003
0059_03,0118_01,0106_01,1,2,n000003,n000004
0178_01,0020_01,0017_01,3,1,n000005,n000003
0012_01,0163_02,0283_01,1,2,n000003,n000004
0055_01,0139_02,0269_01,1,0,n000003,n000002
0114_02,0129_01,0189_01,1,0,n000003,n000002
0286_01,0340_01,0023_03,2,1,n000004,n000003
0172_01,0275_01,0165_01,2,3,n000004,n000005
0204_01,0405_01,0021_01,2,0,n000004,n000002
0246_01,0311_01,0039_01,0,1,n000002,n000003
0308_01,0170_01,0083_02,2,0,n000004,n000002
0167_01,0159_01,0038_01,0,1,n000002,n000003
0114_01,0063_01,0084_03,3,1,n000005,n000003
0075_02,0057_02,0165_01,2,3,n000004,n000005
0026_01,0055_01,0406_01,3,2,n000005,n000004
0140_01,0155_01,0142_01,1,3,n000003,n000005
0028_01,0070_01,0213_01,3,0,n000005,n000002
0210_02,0451_01,0004_02,3,2,n000005,n000004
0364_01,0409_01,0304_01,2,0,n000004,n000002
0215_01,0405_01,0059_03,3,1,n000005,n000003
0177_01,0340_01,0180_01,2,1,n000004,n000003
0125_01,0052_01,0241_02,3,0,n000005,n000002
0014_01,0096_01,0101_01,3,1,n000005,n000003
0019_01,0144_01,0178_01,1,2,n000003,n000004
0002_01,0099_01,0400_01,0,2,n000002,n000004
0037_02,0150_01,0019_01,1,2,n000003,n000004
0154_01,0006_01,0093_01,3,1,n000005,n000003
0035_01,0099_03,0277_01,1,2,n000003,n000004
0136_01,0137_01,0094_01,3,2,n000005,n000004
0011_01,0405_01,0308_01,3,2,n000005,n000004
0109_01,0035_01,0028_08,1,2,n000003,n000004
0014_01,0180_01,0093_01,1,0,n000003,n000002
0094_02,0396_01,0226_01,3,2,n000005,n000004
0249_01,0039_01,0257_01,1,2,n000003,n000004
0413_01,0193_01,0148_01,2,0,n000004,n000002
0299_01,0280_01,0092_01,2,0,n000004,n000002
0099_01,0181_01,0100_03,2,1,n000004,n000003
0097_01,0314_01,0056_01,2,0,n000004,n000002
0389_02,0194_03,0408_02,2,3,n000004,n000005
0128_01,0095_01,0165_01,3,1,n000005,n000003
0224_01,0147_01,0173_03,0,2,n000002,n000004
0089_01,0192_01,0019_01,3,2,n000005,n000004
0116_01,0107_01,0230_01,0,2,n000002,n000004
0229_02,0380_01,0202_01,2,1,n000004,n000003
0153_01,0144_01,0296_02,3,2,n000005,n000004
0236_01,0072_02,0056_01,0,2,n000002,n000004
0231_01,0402_01,0046_01,2,3,n000004,n000005
0226_01,0105_01,0052_01,1,0,n000003,n000002
0328_01,0302_01,0066_01,0,1,n000002,n000003
0195_01,0180_01,0099_03,2,1,n000004,n000003
0173_03,0267_01,0057_01,2,1,n000004,n000003
0052_01,0154_01,0407_01,1,2,n000003,n000004
0163_01,0155_01,0219_01,0,3,n000002,n000005
0053_01,0071_01,0240_01,3,2,n000005,n000004
0020_01,0037_02,0143_01,1,3,n000003,n000005
0001_01,0106_01,0152_01,1,0,n000003,n000002
0001_01,0099_01,0137_01,2,0,n000004,n000002
0116_01,0060_01,0038_01,3,0,n000005,n000002
0129_01,0068_01,0191_01,0,1,n000002,n000003
0262_01,0056_01,0190_01,2,0,n000004,n000002
0222_02,0150_02,0406_01,3,2,n000005,n000004
0254_01,0086_01,0073_01,2,1,n000004,n000003
0031_02,0248_01,0223_01,1,0,n000003,n000002
0133_01,0037_02,0163_02,1,3,n000003,n000005
0266_01,0100_01,0091_01,0,3,n000002,n000005
0014_01,0066_01,0096_01,1,0,n000003,n000002
0144_01,0004_01,0286_01,3,0,n000005,n000002
0135_01,0194_04,0227_01,1,2,n000003,n000004
0006_01,0214_01,0019_02,1,3,n000003,n000005
0158_02,0231_01,0380_01,0,2,n000002,n000004
0178_01,0020_01,0073_01,2,3,n000004,n000005
0164_04,0002_02,0125_01,2,3,n000004,n000005
0412_01,0218_01,0142_01,2,1,n000004,n000003
0070_01,0050_01,0101_01,1,0,n000003,n000002
0005_01,0291_01,0092_01,3,0,n000005,n000002
0077_01,0182_01,0216_01,0,3,n000002,n000005
0045_01,0063_02,0287_01,1,3,n000003,n000005
0286_01,0211_01,0017_01,0,1,n000002,n000003
0192_01,0140_01,0036_01,3,2,n000005,n000004
0334_01,0176_01,0101_01,2,3,n000004,n000005
0220_01,0072_02,0018_01,0,1,n000002,n000003
0088_01,0120_01,0326_01,2,0,n000004,n000002
0113_02,0071_01,0225_01,1,2,n000003,n000004
0222_01,0424_01,0202_01,2,1,n000004,n000003
0060_01,0207_02,0088_01,1,3,n000003,n000005
0105_01,0140_01,0158_01,1,3,n000003,n000005
0106_01,0162_01,0132_01,3,2,n000005,n000004
0045_01,0061_01,0011_02,0,1,n000002,n000003
0104_01,0176_02,0120_01,3,1,n000005,n000003
0165_01,0339_02,0027_01,2,0,n000004,n000002
0262_01,0283_01,0096_02,2,1,n000004,n000003
0020_01,0063_01,0161_01,3,0,n000005,n000002
0108_01,0329_01,0451_01,0,3,n000002,n000005
0134_01,0069_01,0046_01,3,1,n000005,n000003
0213_01,0038_02,0090_01,1,3,n000003,n000005
0241_01,0408_02,0131_01,3,0,n000005,n000002
0226_01,0405_01,0114_02,2,1,n000004,n000003
0390_01,0160_02,0122_06,2,1,n000004,n000003
0126_01,0154_01,0009_01,0,3,n000002,n000005
0199_01,0057_03,0264_01,2,0,n000004,n000002
0038_01,0247_01,0126_01,0,1,n000002,n000003
0009_02,0052_01,0042_01,2,1,n000004,n000003
0329_01,0259_01,0245_01,0,1,n000002,n000003
0143_01,0323_01,0174_01,0,3,n000002,n000005
0163_01,0103_01,0075_01,0,3,n000002,n000005
0109_01,0057_01,0098_01,1,0,n000003,n000002
0112_01,0202_01,0409_01,1,3,n000003,n000005
0238_01,0165_01,0070_01,2,1,n000004,n000003
0017_01,0103_01,0202_01,3,2,n000005,n000004
0011_02,0079_02,0034_01,1,0,n000003,n000002
0073_01,0068_01,0212_01,0,2,n000002,n000004
0167_02,0411_01,0083_02,3,0,n000005,n000002
0408_02,0071_01,0031_06,3,0,n000005,n000002
0148_01,0060_01,0241_02,3,2,n000005,n000004
0154_01,0038_01,0020_01,1,3,n000003,n000005
0154_01,0106_01,0162_01,1,2,n000003,n000004
0032_01,0331_01,0029_01,0,1,n000002,n000003
0206_01,0174_01,0078_01,1,0,n000003,n000002
0147_02,0149_01,0233_01,1,3,n000003,n000005
0051_01,0043_01,0022_01,1,0,n000003,n000002
0240_01,0159_01,0108_01,1,3,n000003,n000005
0031_01,0010_01,0073_01,0,3,n000002,n000005
0070_01,0175_04,0028_05,1,2,n000003,n000004
0014_01,0222_01,0212_01,1,0,n000003,n000002
0210_02,0203_01,0323_01,3,0,n000005,n000002
0151_01,0159_01,0078_01,3,1,n000005,n000003
0242_01,0287_01,0077_01,2,1,n000004,n000003
0117_01,0061_01,0134_01,0,3,n000002,n000005
0262_01,0290_02,0265_01,2,0,n000004,n000002
0135_01,0041_01,0095_01,1,3,n000003,n000005
0112_01,0123_02,0159_01,1,3,n000003,n000005
0080_01,0207_01,0051_01,0,3,n000002,n000005
0132_01,0142_01,0317_01,1,2,n000003,n000004
0300_01,0401_01,0149_01,2,3,n000004,n000005
0037_02,0091_01,0258_01,1,2,n000003,n000004
0054_01,0110_03,0161_01,0,2,n000002,n000004
0264_01,0102_01,0400_01,0,3,n000002,n000005
0033_01,0130_01,0175_04,0,1,n000002,n000003
0401_01,0070_01,0029_01,3,0,n000005,n000002
0401_01,0085_01,0130_01,2,1,n000004,n000003
0181_01,0383_01,0045_01,2,1,n000004,n000003
0170_01,0139_01,0140_01,0,1,n000002,n000003
0028_10,0033_01,0138_01,2,0,n000004,n000002
0254_01,0260_04,0107_01,2,0,n000004,n000002
0026_01,0160_02,0132_01,2,0,n000004,n000002
0072_01,0106_01,0028_09,3,2,n000005,n000004
0071_01,0199_01,0211_01,2,0,n000004,n000002
0241_01,0065_01,0053_02,1,0,n000003,n000002
0422_01,0049_01,0069_02,3,1,n000005,n000003
0175_04,0161_01,0329_01,1,2,n000003,n000004
0403_01,0241_01,0075_01,3,0,n000005,n000002
0016_01,0082_01,0123_02,2,1,n000004,n000003
0214_01,0080_01,0262_01,1,2,n000003,n000004
0411_01,0026_01,0128_01,3,1,n000005,n000003
0157_02,0091_01,0319_02,1,2,n000003,n000004
0160_01,0063_02,0185_01,1,3,n000003,n000005
0043_01,0068_01,0182_01,3,0,n000005,n000002
0072_02,0204_02,0315_01,0,2,n000002,n000004
0147_01,0071_01,0156_02,0,1,n000002,n000003
0236_01,0032_02,0096_01,1,3,n000003,n000005
0084_03,0206_01,0032_01,1,2,n000003,n000004
0185_01,0003_01,0134_01,0,3,n000002,n000005
0152_01,0194_04,0079_01,1,0,n000003,n000002
0173_03,0075_02,0202_01,2,1,n000004,n000003
0001_01,0034_01,0027_01,1,0,n000003,n000002
0098_01,0149_01,0076_01,3,2,n000005,n000004
0069_01,0085_01,0290_02,3,2,n000005,n000004
0066_01,0125_01,0102_02,3,0,n000005,n000002
0171_03,0037_01,0188_01,2,1,n000004,n000003
0056_01,0423_01,0192_01,2,3,n000004,n000005
0003_01,0052_01,0204_05,1,0,n000003,n000002
0114_01,0146_01,0110_01,2,1,n000004,n000003
0042_01,0292_01,0335_01,0,2,n000002,n000004
0300_02,0131_01,0017_01,0,3,n000002,n000005
0155_01,0180_01,0142_01,0,3,n000002,n000005
0069_01,0150_02,0134_01,3,0,n000005,n000002
0249_01,0247_01,0022_01,0,1,n000002,n000003
0068_01,0027_02,0120_01,1,3,n000003,n000005
0399_01,0067_01,0225_01,3,0,n000005,n000002
0075_02,0077_02,0066_01,2,3,n000004,n000005
0065_01,0058_01,0259_01,1,2,n000003,n000004
0140_01,0396_01,0038_01,2,1,n000004,n000003
0106_01,0196_01,0246_01,0,2,n000002,n000004
0069_01,0055_01,0192_01,3,0,n000005,n000002
0154_01,0098_01,0005_01,0,1,n000002,n000003
0106_01,0160_01,0243_02,1,3,n000003,n000005
0079_01,0015_01,0127_01,3,1,n000005,n000003
0306_01,0040_01,0040_01,2,1,n000004,n000003
0172_02,0001_01,0210_01,1,0,n000003,n000002
